,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(20, 439)",0,1,0,0,0,0,OAXACA,SANTA MARÍA TONAMECA,20,439,V,V,20,OAXACA,439,SANTA MARÍA TONAMECA,0,0,0,0,0,1,15.77291185,-96.68185101
"(20, 450)",0,1,0,0,0,0,OAXACA,SANTIAGO AMOLTEPEC,20,450,V,V,20,OAXACA,450,SANTIAGO AMOLTEPEC,0,0,0,0,0,1,16.63156653,-97.52084362
"(20, 458)",0,1,0,0,0,0,OAXACA,SANTIAGO COMALTEPEC,20,458,V,V,20,OAXACA,458,SANTIAGO COMALTEPEC,0,0,0,0,0,1,17.61594082,-96.39462214
"(20, 462)",0,1,0,0,0,0,OAXACA,SANTIAGO HUAJOLOTITLÁN,20,462,V,V,20,OAXACA,462,SANTIAGO HUAJOLOTITLÁN,0,0,0,0,0,1,17.80346246,-97.68911266
"(20, 467)",0,4,0,0,0,0,OAXACA,SANTIAGO JAMILTEPEC,20,467,V,V,20,OAXACA,467,SANTIAGO JAMILTEPEC,0,0,0,0,0,4,16.20224359,-97.78516779
"(20, 469)",0,3,0,0,0,0,OAXACA,SANTIAGO JUXTLAHUACA,20,469,V,V,20,OAXACA,469,SANTIAGO JUXTLAHUACA,0,0,0,0,0,3,17.19422101,-98.0187773
"(20, 474)",0,1,0,0,0,0,OAXACA,SANTIAGO LLANO GRANDE,20,474,V,V,20,OAXACA,474,SANTIAGO LLANO GRANDE,0,0,0,0,0,1,16.48537736,-98.26082736
"(20, 475)",0,1,0,0,0,0,OAXACA,SANTIAGO MATATLÁN,20,475,V,V,20,OAXACA,475,SANTIAGO MATATLÁN,0,0,0,0,0,1,16.82979375,-96.42274617
"(20, 476)",0,1,0,0,0,0,OAXACA,SANTIAGO MILTEPEC,20,476,V,V,20,OAXACA,476,SANTIAGO MILTEPEC,0,0,0,0,0,1,17.98174052,-97.7195656
"(20, 482)",0,2,0,0,0,0,OAXACA,SANTIAGO PINOTEPA NACIONAL,20,482,V,V,20,OAXACA,482,SANTIAGO PINOTEPA NACIONAL,0,0,0,0,0,2,16.29243942,-98.12140205
"(20, 483)",1,2,0,1,0,0,OAXACA,SANTIAGO SUCHILQUITONGO,20,483,V,V,20,OAXACA,483,SANTIAGO SUCHILQUITONGO,1,1,0,0,0,2,17.23132033,-96.91038915
"(20, 484)",0,1,0,0,0,0,OAXACA,SANTIAGO TAMAZOLA,20,484,V,V,20,OAXACA,484,SANTIAGO TAMAZOLA,0,0,0,0,0,1,17.73410797,-98.2347025
"(20, 515)",0,2,0,0,0,0,OAXACA,SANTO DOMINGO TEHUANTEPEC,20,515,V,V,20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,0,0,0,0,0,2,16.22187505,-95.39157775
"(20, 525)",0,1,0,0,0,0,OAXACA,SANTO DOMINGO ZANATEPEC,20,525,V,V,20,OAXACA,525,SANTO DOMINGO ZANATEPEC,0,0,0,0,0,1,16.46453189,-94.33233267
"(20, 526)",0,1,0,0,0,0,OAXACA,SANTOS REYES NOPALA,20,526,V,V,20,OAXACA,526,SANTOS REYES NOPALA,0,0,0,0,0,1,16.08076289,-97.18831786
"(20, 530)",0,1,0,0,0,0,OAXACA,SANTO TOMÁS JALIEZA,20,530,V,V,20,OAXACA,530,SANTO TOMÁS JALIEZA,0,0,0,0,0,1,16.8665786,-96.63769101
"(20, 531)",0,1,0,0,0,0,OAXACA,SANTO TOMÁS MAZALTEPEC,20,531,V,V,20,OAXACA,531,SANTO TOMÁS MAZALTEPEC,0,0,0,0,0,1,17.14687054,-96.91193285
"(20, 537)",0,2,0,0,0,0,OAXACA,SILACAYOÁPAM,20,537,V,V,20,OAXACA,537,SILACAYOÁPAM,0,0,0,0,0,2,17.56082187,-98.14392818
"(20, 540)",1,1,0,0,0,1,OAXACA,VILLA DE TAMAZULÁPAM DEL PROGRESO,20,540,V,V,20,OAXACA,540,VILLA DE TAMAZULÁPAM DEL PROGRESO,1,0,0,1,0,1,17.69030748,-97.58023284
"(20, 545)",1,1,1,0,0,1,OAXACA,TEOTITLÁN DE FLORES MAGÓN,20,545,V,V,20,OAXACA,545,TEOTITLÁN DE FLORES MAGÓN,1,0,0,1,1,1,18.10739047,-97.11220278
"(20, 546)",0,1,0,0,0,0,OAXACA,TEOTITLÁN DEL VALLE,20,546,V,V,20,OAXACA,546,TEOTITLÁN DEL VALLE,0,0,0,0,0,1,17.05567918,-96.51729301
"(20, 549)",1,1,0,0,0,1,OAXACA,"HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",20,549,V,V,20,OAXACA,549,"HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",1,0,0,1,0,1,17.58227819,-97.85848559
"(20, 551)",0,2,0,0,0,0,OAXACA,TLACOLULA DE MATAMOROS,20,551,V,V,20,OAXACA,551,TLACOLULA DE MATAMOROS,0,0,0,0,0,2,16.87364379,-96.35941224
"(20, 553)",0,2,0,0,0,0,OAXACA,TLALIXTAC DE CABRERA,20,553,V,V,20,OAXACA,553,TLALIXTAC DE CABRERA,0,0,0,0,0,2,17.09413944,-96.61638231
"(20, 557)",0,2,0,0,0,0,OAXACA,UNIÓN HIDALGO,20,557,V,V,20,OAXACA,557,UNIÓN HIDALGO,0,0,0,0,0,2,16.48737442,-94.82312132
"(20, 565)",0,6,0,0,0,0,OAXACA,VILLA DE ZAACHILA,20,565,V,V,20,OAXACA,565,VILLA DE ZAACHILA,0,0,0,0,0,6,16.94968953,-96.76657906
"(20, 566)",0,1,0,0,0,0,OAXACA,SAN MATEO YUCUTINDOO,20,566,V,V,20,OAXACA,566,SAN MATEO YUCUTINDOO,0,0,0,0,0,1,16.78051299,-97.38213214
"(20, 570)",0,2,0,0,0,0,OAXACA,ZIMATLÁN DE ÁLVAREZ,20,570,V,V,20,OAXACA,570,ZIMATLÁN DE ÁLVAREZ,0,0,0,0,0,2,16.78029206,-97.03465777
"(21, 1)",0,2,1,0,0,0,PUEBLA,ACAJETE,21,1,V,V,21,PUEBLA,1,ACAJETE,0,0,0,0,1,2,19.10331715,-97.93982506
"(21, 2)",0,1,0,0,0,0,PUEBLA,ACATENO,21,2,V,V,21,PUEBLA,2,ACATENO,0,0,0,0,0,1,20.10916807,-97.22980161
"(21, 3)",0,7,1,0,0,0,PUEBLA,ACATLÁN,21,3,V,V,21,PUEBLA,3,ACATLÁN,0,0,0,0,1,7,18.1590922,-98.10635284
"(21, 4)",1,3,0,0,0,1,PUEBLA,ACATZINGO,21,4,V,V,21,PUEBLA,4,ACATZINGO,1,0,0,1,0,3,19.02612369,-97.76498202
"(21, 6)",0,1,0,0,0,0,PUEBLA,AHUACATLÁN,21,6,V,V,21,PUEBLA,6,AHUACATLÁN,0,0,0,0,0,1,20.02696155,-97.86768237
"(21, 7)",0,0,1,0,0,0,PUEBLA,AHUATLÁN,21,7,V,V,21,PUEBLA,7,AHUATLÁN,0,0,0,0,1,0,18.57566818,-98.28280991
"(21, 8)",0,1,0,0,0,0,PUEBLA,AHUAZOTEPEC,21,8,V,V,21,PUEBLA,8,AHUAZOTEPEC,0,0,0,0,0,1,20.06116873,-98.13362198
"(21, 10)",0,0,2,0,0,0,PUEBLA,AJALPAN,21,10,V,V,21,PUEBLA,10,AJALPAN,0,0,0,0,2,0,18.42157794,-97.12560184
"(21, 15)",4,9,0,0,0,4,PUEBLA,AMOZOC,21,15,V,V,21,PUEBLA,15,AMOZOC,4,0,0,4,0,9,19.04728769,-98.05310557
"(21, 19)",10,13,1,4,0,6,PUEBLA,ATLIXCO,21,19,V,V,21,PUEBLA,19,ATLIXCO,10,4,0,6,1,13,18.89908605,-98.45230164
"(21, 22)",0,1,0,0,0,0,PUEBLA,ATZITZIHUACÁN,21,22,V,V,21,PUEBLA,22,ATZITZIHUACÁN,0,0,0,0,0,1,18.82308936,-98.60777197
"(21, 25)",0,1,0,0,0,0,PUEBLA,AYOTOXCO DE GUERRERO,21,25,V,V,21,PUEBLA,25,AYOTOXCO DE GUERRERO,0,0,0,0,0,1,20.08400562,-97.40878409
"(21, 34)",4,3,1,1,0,3,PUEBLA,CORONANGO,21,34,V,V,21,PUEBLA,34,CORONANGO,4,1,0,3,1,3,19.13523733,-98.29174531
"(21, 35)",0,2,0,0,0,0,PUEBLA,COXCATLÁN,21,35,V,V,21,PUEBLA,35,COXCATLÁN,0,0,0,0,0,2,18.24561782,-97.1172372
"(21, 37)",1,0,0,0,0,1,PUEBLA,COYOTEPEC,21,37,V,V,21,PUEBLA,37,COYOTEPEC,1,0,0,1,0,0,18.40133435,-97.8129523
"(21, 41)",3,14,1,1,0,2,PUEBLA,CUAUTLANCINGO,21,41,V,V,21,PUEBLA,41,CUAUTLANCINGO,3,1,0,2,1,14,19.11672237,-98.25607557
"(21, 43)",1,4,0,0,0,1,PUEBLA,CUETZALAN DEL PROGRESO,21,43,V,V,21,PUEBLA,43,CUETZALAN DEL PROGRESO,1,0,0,1,0,4,20.02799585,-97.50057905
"(21, 45)",1,4,1,0,0,1,PUEBLA,CHALCHICOMULA DE SESMA,21,45,V,V,21,PUEBLA,45,CHALCHICOMULA DE SESMA,1,0,0,1,1,4,18.97736378,-97.42970602
"(21, 46)",1,0,1,0,0,1,PUEBLA,CHAPULCO,21,46,V,V,21,PUEBLA,46,CHAPULCO,1,0,0,1,1,0,18.63965317,-97.40363614
"(21, 47)",3,2,3,0,0,3,PUEBLA,CHIAUTLA,21,47,V,V,21,PUEBLA,47,CHIAUTLA,3,0,0,3,3,2,18.27654611,-98.60061869
"(21, 48)",1,2,0,0,0,1,PUEBLA,CHIAUTZINGO,21,48,V,V,21,PUEBLA,48,CHIAUTZINGO,1,0,0,1,0,2,19.19560514,-98.51334058
"(21, 49)",0,1,0,0,0,0,PUEBLA,CHICONCUAUTLA,21,49,V,V,21,PUEBLA,49,CHICONCUAUTLA,0,0,0,0,0,1,20.08876041,-97.9659821
"(21, 50)",0,2,0,0,0,0,PUEBLA,CHICHIQUILA,21,50,V,V,21,PUEBLA,50,CHICHIQUILA,0,0,0,0,0,2,19.20473422,-97.07008318
"(21, 51)",3,4,2,0,0,3,PUEBLA,CHIETLA,21,51,V,V,21,PUEBLA,51,CHIETLA,3,0,0,3,2,4,18.51039092,-98.62591427
"(21, 53)",1,2,1,0,0,1,PUEBLA,CHIGNAHUAPAN,21,53,V,V,21,PUEBLA,53,CHIGNAHUAPAN,1,0,0,1,1,2,19.8210747,-98.13474855
"(21, 54)",0,1,1,0,0,0,PUEBLA,CHIGNAUTLA,21,54,V,V,21,PUEBLA,54,CHIGNAUTLA,0,0,0,0,1,1,19.73558646,-97.43654926
"(21, 56)",1,0,0,1,0,0,PUEBLA,CHILA DE LA SAL,21,56,V,V,21,PUEBLA,56,CHILA DE LA SAL,1,1,0,0,0,0,18.13957151,-98.47001232
"(21, 57)",0,1,0,0,0,0,PUEBLA,HONEY,21,57,V,V,21,PUEBLA,57,HONEY,0,0,0,0,0,1,20.26016404,-98.23887621
"(21, 59)",1,1,0,0,0,1,PUEBLA,CHINANTLA,21,59,V,V,21,PUEBLA,59,CHINANTLA,1,0,0,1,0,1,18.23293507,-98.27958579
"(21, 60)",1,0,0,0,0,1,PUEBLA,DOMINGO ARENAS,21,60,V,V,21,PUEBLA,60,DOMINGO ARENAS,1,0,0,1,0,0,19.13216596,-98.4411407
"(21, 63)",1,0,0,0,0,1,PUEBLA,ESPERANZA,21,63,V,V,21,PUEBLA,63,ESPERANZA,1,0,0,1,0,0,18.85903613,-97.36462689
"(21, 69)",4,1,0,1,0,3,PUEBLA,HUAQUECHULA,21,69,V,V,21,PUEBLA,69,HUAQUECHULA,4,1,0,3,0,1,18.76930697,-98.51715665
"(21, 70)",0,1,0,0,0,0,PUEBLA,HUATLATLAUCA,21,70,V,V,21,PUEBLA,70,HUATLATLAUCA,0,0,0,0,0,1,18.68379459,-98.06783924
"(21, 71)",0,8,0,0,0,0,PUEBLA,HUAUCHINANGO,21,71,V,V,21,PUEBLA,71,HUAUCHINANGO,0,0,0,0,0,8,20.16624112,-98.05173409
"(21, 72)",0,1,2,0,0,0,PUEBLA,HUEHUETLA,21,72,V,V,21,PUEBLA,72,HUEHUETLA,0,0,0,0,2,1,20.10154178,-97.61947147
"(21, 74)",3,13,2,0,0,3,PUEBLA,HUEJOTZINGO,21,74,V,V,21,PUEBLA,74,HUEJOTZINGO,3,0,0,3,2,13,19.16712734,-98.44877489
"(21, 76)",0,0,1,0,0,0,PUEBLA,HUEYTAMALCO,21,76,V,V,21,PUEBLA,76,HUEYTAMALCO,0,0,0,0,1,0,20.03066568,-97.31017066
"(21, 79)",1,0,0,0,0,1,PUEBLA,HUITZILTEPEC,21,79,V,V,21,PUEBLA,79,HUITZILTEPEC,1,0,0,1,0,0,18.76693468,-97.85963412
"(21, 83)",0,1,2,0,0,0,PUEBLA,IXTACAMAXTITLÁN,21,83,V,V,21,PUEBLA,83,IXTACAMAXTITLÁN,0,0,0,0,2,1,19.62407979,-97.85830803
"(21, 85)",12,35,6,3,0,9,PUEBLA,IZÚCAR DE MATAMOROS,21,85,V,V,21,PUEBLA,85,IZÚCAR DE MATAMOROS,12,3,0,9,6,35,18.5019692,-98.44700774
"(21, 87)",0,1,0,0,0,0,PUEBLA,JOLALPAN,21,87,V,V,21,PUEBLA,87,JOLALPAN,0,0,0,0,0,1,18.30722918,-98.91566009
"(21, 90)",0,3,0,0,0,0,PUEBLA,JUAN C. BONILLA,21,90,V,V,21,PUEBLA,90,JUAN C. BONILLA,0,0,0,0,0,3,19.11932752,-98.34546113
"(21, 94)",0,6,0,0,0,0,PUEBLA,LIBRES,21,94,V,V,21,PUEBLA,94,LIBRES,0,0,0,0,0,6,19.46916647,-97.67613913
"(21, 95)",0,0,1,0,0,0,PUEBLA,LA MAGDALENA TLATLAUQUITEPEC,21,95,V,V,21,PUEBLA,95,LA MAGDALENA TLATLAUQUITEPEC,0,0,0,0,1,0,18.74182468,-98.10248883
"(21, 96)",0,1,0,0,0,0,PUEBLA,MAZAPILTEPEC DE JUÁREZ,21,96,V,V,21,PUEBLA,96,MAZAPILTEPEC DE JUÁREZ,0,0,0,0,0,1,19.15113331,-97.69200957
"(21, 100)",1,0,0,0,0,1,PUEBLA,NAUPAN,21,100,V,V,21,PUEBLA,100,NAUPAN,1,0,0,1,0,0,20.24528465,-98.10285697
"(21, 104)",0,0,1,0,0,0,PUEBLA,NOPALUCAN,21,104,V,V,21,PUEBLA,104,NOPALUCAN,0,0,0,0,1,0,19.19063101,-97.83330072
"(21, 106)",2,4,0,1,0,1,PUEBLA,OCOYUCAN,21,106,V,V,21,PUEBLA,106,OCOYUCAN,2,1,0,1,0,4,18.93167946,-98.31913665
"(21, 108)",1,0,0,1,0,0,PUEBLA,ORIENTAL,21,108,V,V,21,PUEBLA,108,ORIENTAL,1,1,0,0,0,0,19.32652191,-97.58343763
"(21, 110)",0,1,0,0,0,0,PUEBLA,PALMAR DE BRAVO,21,110,V,V,21,PUEBLA,110,PALMAR DE BRAVO,0,0,0,0,0,1,18.83502393,-97.53557833
"(21, 113)",1,0,0,1,0,0,PUEBLA,PIAXTLA,21,113,V,V,21,PUEBLA,113,PIAXTLA,1,1,0,0,0,0,18.11401066,-98.27074981
"(21, 114)",239,622,131,33,0,206,PUEBLA,PUEBLA,21,114,V,V,21,PUEBLA,114,PUEBLA,239,33,0,206,131,622,19.00869953,-98.17551426
"(21, 115)",1,1,0,0,0,1,PUEBLA,QUECHOLAC,21,115,V,V,21,PUEBLA,115,QUECHOLAC,1,0,0,1,0,1,18.94816615,-97.63446985
"(21, 116)",1,0,0,0,0,1,PUEBLA,QUIMIXTLÁN,21,116,V,V,21,PUEBLA,116,QUIMIXTLÁN,1,0,0,1,0,0,19.25375079,-97.11337752
"(21, 117)",0,1,0,0,0,0,PUEBLA,RAFAEL LARA GRAJALES,21,117,V,V,21,PUEBLA,117,RAFAEL LARA GRAJALES,0,0,0,0,0,1,19.24794458,-97.81652679
"(21, 119)",33,77,22,1,0,32,PUEBLA,SAN ANDRÉS CHOLULA,21,119,V,V,21,PUEBLA,119,SAN ANDRÉS CHOLULA,33,1,0,32,22,77,19.02362022,-98.29324392
"(21, 122)",1,0,0,0,0,1,PUEBLA,SAN FELIPE TEOTLALCINGO,21,122,V,V,21,PUEBLA,122,SAN FELIPE TEOTLALCINGO,1,0,0,1,0,0,19.23152008,-98.52593869
"(21, 124)",0,3,0,0,0,0,PUEBLA,SAN GABRIEL CHILAC,21,124,V,V,21,PUEBLA,124,SAN GABRIEL CHILAC,0,0,0,0,0,3,18.31813997,-97.38396759
"(21, 125)",0,1,0,0,0,0,PUEBLA,SAN GREGORIO ATZOMPA,21,125,V,V,21,PUEBLA,125,SAN GREGORIO ATZOMPA,0,0,0,0,0,1,19.01049088,-98.34561913
"(21, 128)",0,1,0,0,0,0,PUEBLA,SAN JOSÉ CHIAPA,21,128,V,V,21,PUEBLA,128,SAN JOSÉ CHIAPA,0,0,0,0,0,1,19.25468234,-97.72857152
"(21, 132)",1,14,0,0,0,1,PUEBLA,SAN MARTÍN TEXMELUCAN,21,132,V,V,21,PUEBLA,132,SAN MARTÍN TEXMELUCAN,1,0,0,1,0,14,19.26896366,-98.42851491
"(21, 134)",0,3,1,0,0,0,PUEBLA,SAN MATÍAS TLALANCALECA,21,134,V,V,21,PUEBLA,134,SAN MATÍAS TLALANCALECA,0,0,0,0,1,3,19.34665467,-98.5028219
"(21, 136)",0,3,0,0,0,0,PUEBLA,SAN MIGUEL XOXTLA,21,136,V,V,21,PUEBLA,136,SAN MIGUEL XOXTLA,0,0,0,0,0,3,19.17266429,-98.30644531
"(21, 137)",0,1,0,0,0,0,PUEBLA,SAN NICOLÁS BUENOS AIRES,21,137,V,V,21,PUEBLA,137,SAN NICOLÁS BUENOS AIRES,0,0,0,0,0,1,19.2231247,-97.4974945
"(21, 138)",0,1,0,0,0,0,PUEBLA,SAN NICOLÁS DE LOS RANCHOS,21,138,V,V,21,PUEBLA,138,SAN NICOLÁS DE LOS RANCHOS,0,0,0,0,0,1,19.07943441,-98.56693393
"(21, 139)",0,1,0,0,0,0,PUEBLA,SAN PABLO ANICANO,21,139,V,V,21,PUEBLA,139,SAN PABLO ANICANO,0,0,0,0,0,1,18.14193894,-98.13893535
"(21, 140)",18,63,9,1,0,17,PUEBLA,SAN PEDRO CHOLULA,21,140,V,V,21,PUEBLA,140,SAN PEDRO CHOLULA,18,1,0,17,9,63,19.07296702,-98.34313017
"(21, 141)",0,1,0,0,0,0,PUEBLA,SAN PEDRO YELOIXTLAHUACA,21,141,V,V,21,PUEBLA,141,SAN PEDRO YELOIXTLAHUACA,0,0,0,0,0,1,18.04068335,-98.04403926
"(21, 142)",2,5,0,1,0,1,PUEBLA,SAN SALVADOR EL SECO,21,142,V,V,21,PUEBLA,142,SAN SALVADOR EL SECO,2,1,0,1,0,5,19.15397121,-97.61391552
"(21, 143)",0,3,2,0,0,0,PUEBLA,SAN SALVADOR EL VERDE,21,143,V,V,21,PUEBLA,143,SAN SALVADOR EL VERDE,0,0,0,0,2,3,19.24460393,-98.56132443
"(21, 144)",0,6,0,0,0,0,PUEBLA,SAN SALVADOR HUIXCOLOTLA,21,144,V,V,21,PUEBLA,144,SAN SALVADOR HUIXCOLOTLA,0,0,0,0,0,6,18.92651953,-97.77233285
"(21, 148)",1,0,0,0,0,1,PUEBLA,SANTA ISABEL CHOLULA,21,148,V,V,21,PUEBLA,148,SANTA ISABEL CHOLULA,1,0,0,1,0,0,18.97483573,-98.38531876
"(21, 149)",0,1,0,0,0,0,PUEBLA,SANTIAGO MIAHUATLÁN,21,149,V,V,21,PUEBLA,149,SANTIAGO MIAHUATLÁN,0,0,0,0,0,1,18.55546356,-97.42486618
"(21, 153)",0,1,0,0,0,0,PUEBLA,TECALI DE HERRERA,21,153,V,V,21,PUEBLA,153,TECALI DE HERRERA,0,0,0,0,0,1,18.88701626,-97.96822816
"(21, 154)",2,3,0,1,0,1,PUEBLA,TECAMACHALCO,21,154,V,V,21,PUEBLA,154,TECAMACHALCO,2,1,0,1,0,3,18.85931628,-97.73121919
"(21, 155)",1,1,1,0,0,1,PUEBLA,TECOMATLÁN,21,155,V,V,21,PUEBLA,155,TECOMATLÁN,1,0,0,1,1,1,18.05293027,-98.31433668
"(21, 156)",6,54,9,4,0,2,PUEBLA,TEHUACÁN,21,156,V,V,21,PUEBLA,156,TEHUACÁN,6,4,0,2,9,54,18.46132144,-97.44506802
"(21, 157)",0,2,0,0,0,0,PUEBLA,TEHUITZINGO,21,157,V,V,21,PUEBLA,157,TEHUITZINGO,0,0,0,0,0,2,18.35321479,-98.3039545
"(21, 158)",0,1,0,0,0,0,PUEBLA,TENAMPULCO,21,158,V,V,21,PUEBLA,158,TENAMPULCO,0,0,0,0,0,1,20.18920988,-97.40160549
"(21, 161)",0,1,0,0,0,0,PUEBLA,TEPANCO DE LÓPEZ,21,161,V,V,21,PUEBLA,161,TEPANCO DE LÓPEZ,0,0,0,0,0,1,18.55391873,-97.54301528
"(21, 163)",0,1,0,0,0,0,PUEBLA,TEPATLAXCO DE HIDALGO,21,163,V,V,21,PUEBLA,163,TEPATLAXCO DE HIDALGO,0,0,0,0,0,1,19.14524038,-98.00360406
"(21, 164)",1,5,0,0,0,1,PUEBLA,TEPEACA,21,164,V,V,21,PUEBLA,164,TEPEACA,1,0,0,1,0,5,19.01195173,-97.87615964
"(21, 166)",1,0,0,0,0,1,PUEBLA,TEPEOJUMA,21,166,V,V,21,PUEBLA,166,TEPEOJUMA,1,0,0,1,0,0,18.7217825,-98.43127411
"(21, 167)",0,1,0,0,0,0,PUEBLA,TEPETZINTLA,21,167,V,V,21,PUEBLA,167,TEPETZINTLA,0,0,0,0,0,1,19.94949372,-97.85304211
"(21, 169)",1,2,0,0,0,1,PUEBLA,TEPEXI DE RODRÍGUEZ,21,169,V,V,21,PUEBLA,169,TEPEXI DE RODRÍGUEZ,1,0,0,1,0,2,18.49679549,-97.93734095
"(21, 170)",0,1,0,0,0,0,PUEBLA,TEPEYAHUALCO,21,170,V,V,21,PUEBLA,170,TEPEYAHUALCO,0,0,0,0,0,1,19.47966388,-97.4632717
"(21, 172)",0,1,0,0,0,0,PUEBLA,TETELA DE OCAMPO,21,172,V,V,21,PUEBLA,172,TETELA DE OCAMPO,0,0,0,0,0,1,19.818234,-97.78573029
"(21, 174)",3,15,3,1,0,2,PUEBLA,TEZIUTLÁN,21,174,V,V,21,PUEBLA,174,TEZIUTLÁN,3,1,0,2,3,15,19.86382752,-97.35857516
"(21, 176)",0,4,0,0,0,0,PUEBLA,TILAPA,21,176,V,V,21,PUEBLA,176,TILAPA,0,0,0,0,0,4,18.61430615,-98.54198909
"(21, 177)",0,0,1,0,0,0,PUEBLA,TLACOTEPEC DE BENITO JUÁREZ,21,177,V,V,21,PUEBLA,177,TLACOTEPEC DE BENITO JUÁREZ,0,0,0,0,1,0,18.65566462,-97.62887612
"(21, 179)",0,2,0,0,0,0,PUEBLA,TLACHICHUCA,21,179,V,V,21,PUEBLA,179,TLACHICHUCA,0,0,0,0,0,2,19.13361033,-97.35209136
"(21, 180)",0,1,1,0,0,0,PUEBLA,TLAHUAPAN,21,180,V,V,21,PUEBLA,180,TLAHUAPAN,0,0,0,0,1,1,19.3623139,-98.58532058
"(21, 181)",0,1,0,0,0,0,PUEBLA,TLALTENANGO,21,181,V,V,21,PUEBLA,181,TLALTENANGO,0,0,0,0,0,1,19.15649844,-98.34284213
"(21, 182)",0,1,0,0,0,0,PUEBLA,TLANEPANTLA,21,182,V,V,21,PUEBLA,182,TLANEPANTLA,0,0,0,0,0,1,18.85701084,-97.88532088
"(21, 185)",3,1,0,0,0,3,PUEBLA,TLAPANALÁ,21,185,V,V,21,PUEBLA,185,TLAPANALÁ,3,0,0,3,0,1,18.6899702,-98.53619798
"(21, 186)",0,3,0,0,0,0,PUEBLA,TLATLAUQUITEPEC,21,186,V,V,21,PUEBLA,186,TLATLAUQUITEPEC,0,0,0,0,0,3,19.84223305,-97.49932805
"(21, 188)",0,2,0,0,0,0,PUEBLA,TOCHIMILCO,21,188,V,V,21,PUEBLA,188,TOCHIMILCO,0,0,0,0,0,2,18.92249007,-98.61220714
"(21, 191)",8,4,4,1,0,7,PUEBLA,TULCINGO,21,191,V,V,21,PUEBLA,191,TULCINGO,8,1,0,7,4,4,17.97510575,-98.39756747
"(21, 194)",0,1,0,0,0,0,PUEBLA,VENUSTIANO CARRANZA,21,194,V,V,21,PUEBLA,194,VENUSTIANO CARRANZA,0,0,0,0,0,1,20.50836557,-97.68724743
"(21, 197)",1,2,0,0,0,1,PUEBLA,XICOTEPEC,21,197,V,V,21,PUEBLA,197,XICOTEPEC,1,0,0,1,0,2,20.32664253,-97.90261032
"(21, 207)",0,0,2,0,0,0,PUEBLA,ZACAPOAXTLA,21,207,V,V,21,PUEBLA,207,ZACAPOAXTLA,0,0,0,0,2,0,19.85439976,-97.5812677
"(21, 208)",0,3,1,0,0,0,PUEBLA,ZACATLÁN,21,208,V,V,21,PUEBLA,208,ZACATLÁN,0,0,0,0,1,3,19.96495272,-97.99902171
"(21, 211)",0,1,0,0,0,0,PUEBLA,ZARAGOZA,21,211,V,V,21,PUEBLA,211,ZARAGOZA,0,0,0,0,0,1,19.7472662,-97.56857174
"(21, 212)",1,3,1,1,0,0,PUEBLA,ZAUTLA,21,212,V,V,21,PUEBLA,212,ZAUTLA,1,1,0,0,1,3,19.71431495,-97.68268737
"(21, 214)",0,1,0,0,0,0,PUEBLA,ZINACATEPEC,21,214,V,V,21,PUEBLA,214,ZINACATEPEC,0,0,0,0,0,1,18.32744018,-97.22247236
"(22, 1)",0,3,0,0,0,0,QUERÉTARO,AMEALCO DE BONFIL,22,1,V,V,22,QUERÉTARO,1,AMEALCO DE BONFIL,0,0,0,0,0,3,20.17496867,-100.0986517
"(22, 2)",0,2,1,0,0,0,QUERÉTARO,PINAL DE AMOLES,22,2,V,V,22,QUERÉTARO,2,PINAL DE AMOLES,0,0,0,0,1,2,21.14182514,-99.59269553
"(22, 3)",0,5,0,0,0,0,QUERÉTARO,ARROYO SECO,22,3,V,V,22,QUERÉTARO,3,ARROYO SECO,0,0,0,0,0,5,21.4092879,-99.63561967
"(22, 4)",0,6,0,0,0,0,QUERÉTARO,CADEREYTA DE MONTES,22,4,V,V,22,QUERÉTARO,4,CADEREYTA DE MONTES,0,0,0,0,0,6,20.79149336,-99.6570035
"(22, 5)",0,4,0,0,0,0,QUERÉTARO,COLÓN,22,5,V,V,22,QUERÉTARO,5,COLÓN,0,0,0,0,0,4,20.75835734,-100.1005798
"(22, 6)",9,44,1,0,0,9,QUERÉTARO,CORREGIDORA,22,6,V,V,22,QUERÉTARO,6,CORREGIDORA,9,0,0,9,1,44,20.48547202,-100.4410771
"(22, 7)",1,5,0,0,0,1,QUERÉTARO,EZEQUIEL MONTES,22,7,V,V,22,QUERÉTARO,7,EZEQUIEL MONTES,1,0,0,1,0,5,20.64931515,-99.86670161
"(22, 8)",0,2,0,0,0,0,QUERÉTARO,HUIMILPAN,22,8,V,V,22,QUERÉTARO,8,HUIMILPAN,0,0,0,0,0,2,20.4038907,-100.3142146
"(22, 9)",0,8,2,0,0,0,QUERÉTARO,JALPAN DE SERRA,22,9,V,V,22,QUERÉTARO,9,JALPAN DE SERRA,0,0,0,0,2,8,21.37477708,-99.33151889
